bathrooms,bedrooms,area,zipcode,bathroom_image,kitchen_image,bedroom_image,frontal_image,price
2,3,1789,94501,180_bathroom.jpg,180_kitchen.jpg,180_bedroom.jpg,180_frontal.jpg,895000
2,2,1248,92276,336_bathroom.jpg,336_kitchen.jpg,336_bedroom.jpg,336_frontal.jpg,103500
2,2,1344,92276,370_bathroom.jpg,370_kitchen.jpg,370_bedroom.jpg,370_frontal.jpg,84900
1,2,960,92276,361_bathroom.jpg,361_kitchen.jpg,361_bedroom.jpg,361_frontal.jpg,63500
3,4,2987,93510,315_bathroom.jpg,315_kitchen.jpg,315_bedroom.jpg,315_frontal.jpg,615000
2.5,3,1808,96019,152_bathroom.jpg,152_kitchen.jpg,152_bedroom.jpg,152_frontal.jpg,219800
2,3,1766,92276,393_bathroom.jpg,393_kitchen.jpg,393_bedroom.jpg,393_frontal.jpg,129000
4,6,3635,92880,234_bathroom.jpg,234_kitchen.jpg,234_bedroom.jpg,234_frontal.jpg,585000
2,2,1088,93446,487_bathroom.jpg,487_kitchen.jpg,487_bedroom.jpg,487_frontal.jpg,275000
2,2,1544,92276,378_bathroom.jpg,378_kitchen.jpg,378_bedroom.jpg,378_frontal.jpg,124900
3,4,2462,95220,165_bathroom.jpg,165_kitchen.jpg,165_bedroom.jpg,165_frontal.jpg,915000
4,5,3198,93510,318_bathroom.jpg,318_kitchen.jpg,318_bedroom.jpg,318_frontal.jpg,695000
3.5,3,2800,92677,137_bathroom.jpg,137_kitchen.jpg,137_bedroom.jpg,137_frontal.jpg,1399999
2.5,3,1665,94501,198_bathroom.jpg,198_kitchen.jpg,198_bedroom.jpg,198_frontal.jpg,875000
3.5,5,3149,92880,259_bathroom.jpg,259_kitchen.jpg,259_bedroom.jpg,259_frontal.jpg,515000
4,5,2809,92880,233_bathroom.jpg,233_kitchen.jpg,233_bedroom.jpg,233_frontal.jpg,635900
2.5,3,3300,92021,116_bathroom.jpg,116_kitchen.jpg,116_bedroom.jpg,116_frontal.jpg,935000
2,4,2150,92021,121_bathroom.jpg,121_kitchen.jpg,121_bedroom.jpg,121_frontal.jpg,578000
1.5,1,1440,92276,381_bathroom.jpg,381_kitchen.jpg,381_bedroom.jpg,381_frontal.jpg,87500
3.5,3,1876,93111,225_bathroom.jpg,225_kitchen.jpg,225_bedroom.jpg,225_frontal.jpg,1149000
3,3,2848,93510,439_bathroom.jpg,439_kitchen.jpg,439_bedroom.jpg,439_frontal.jpg,547900
2,2,1248,92276,368_bathroom.jpg,368_kitchen.jpg,368_bedroom.jpg,368_frontal.jpg,117500
2.5,2,915,92677,128_bathroom.jpg,128_kitchen.jpg,128_bedroom.jpg,128_frontal.jpg,347000
3,5,3679,94531,526_bathroom.jpg,526_kitchen.jpg,526_bedroom.jpg,526_frontal.jpg,525000
2,2,1152,92276,286_bathroom.jpg,286_kitchen.jpg,286_bedroom.jpg,286_frontal.jpg,96900
2,2,1248,93446,472_bathroom.jpg,472_kitchen.jpg,472_bedroom.jpg,472_frontal.jpg,175000
4,4,3522,93510,448_bathroom.jpg,448_kitchen.jpg,448_bedroom.jpg,448_frontal.jpg,680000
3.5,4,1084,91901,108_bathroom.jpg,108_kitchen.jpg,108_bedroom.jpg,108_frontal.jpg,875000
2,2,1344,92276,404_bathroom.jpg,404_kitchen.jpg,404_bedroom.jpg,404_frontal.jpg,89500
2,2,1240,92276,356_bathroom.jpg,356_kitchen.jpg,356_bedroom.jpg,356_frontal.jpg,117000
7,7,3265,92677,134_bathroom.jpg,134_kitchen.jpg,134_bedroom.jpg,134_frontal.jpg,1200000
2,2,1468,92276,397_bathroom.jpg,397_kitchen.jpg,397_bedroom.jpg,397_frontal.jpg,125000
2,4,1928,81524,45_bathroom.jpg,45_kitchen.jpg,45_bedroom.jpg,45_frontal.jpg,350000
2,3,1472,93446,503_bathroom.jpg,503_kitchen.jpg,503_bedroom.jpg,503_frontal.jpg,309995
3.5,4,3768,62234,66_bathroom.jpg,66_kitchen.jpg,66_bedroom.jpg,66_frontal.jpg,254900
3,4,3010,92880,284_bathroom.jpg,284_kitchen.jpg,284_bedroom.jpg,284_frontal.jpg,525000
2,3,1706,91901,86_bathroom.jpg,86_kitchen.jpg,86_bedroom.jpg,86_frontal.jpg,529000
4,5,3500,92880,243_bathroom.jpg,243_kitchen.jpg,243_bedroom.jpg,243_frontal.jpg,545000
3.5,4,3485,94501,187_bathroom.jpg,187_kitchen.jpg,187_bedroom.jpg,187_frontal.jpg,1895000
2,2,1680,92276,419_bathroom.jpg,419_kitchen.jpg,419_bedroom.jpg,419_frontal.jpg,69500
3.5,4,2900,96019,160_bathroom.jpg,160_kitchen.jpg,160_bedroom.jpg,160_frontal.jpg,449900
3,5,5462,85266,13_bathroom.jpg,13_kitchen.jpg,13_bedroom.jpg,13_frontal.jpg,799000
4.5,3,3893,85255,36_bathroom.jpg,36_kitchen.jpg,36_bedroom.jpg,36_frontal.jpg,1294000
4,4,4464,85377,29_bathroom.jpg,29_kitchen.jpg,29_bedroom.jpg,29_frontal.jpg,1650000
3.5,4,4838,95220,171_bathroom.jpg,171_kitchen.jpg,171_bedroom.jpg,171_frontal.jpg,1999999
2,3,1303,92677,143_bathroom.jpg,143_kitchen.jpg,143_bedroom.jpg,143_frontal.jpg,619000
3,3,2522,93510,435_bathroom.jpg,435_kitchen.jpg,435_bedroom.jpg,435_frontal.jpg,705000
3,4,1765,94531,523_bathroom.jpg,523_kitchen.jpg,523_bedroom.jpg,523_frontal.jpg,349900
2,2,1716,93105,222_bathroom.jpg,222_kitchen.jpg,222_bedroom.jpg,222_frontal.jpg,895000
2,3,2671,91901,96_bathroom.jpg,96_kitchen.jpg,96_bedroom.jpg,96_frontal.jpg,521500
2,4,2957,81524,52_bathroom.jpg,52_kitchen.jpg,52_bedroom.jpg,52_frontal.jpg,699900
5,5,4074,92880,241_bathroom.jpg,241_kitchen.jpg,241_bedroom.jpg,241_frontal.jpg,550000
2,2,1344,92276,406_bathroom.jpg,406_kitchen.jpg,406_bedroom.jpg,406_frontal.jpg,104900
2,2,1512,92276,352_bathroom.jpg,352_kitchen.jpg,352_bedroom.jpg,352_frontal.jpg,98900
2.5,4,2422,94531,517_bathroom.jpg,517_kitchen.jpg,517_bedroom.jpg,517_frontal.jpg,468000
1.5,3,1524,94501,179_bathroom.jpg,179_kitchen.jpg,179_bedroom.jpg,179_frontal.jpg,749000
2,5,7627,98021,42_bathroom.jpg,42_kitchen.jpg,42_bedroom.jpg,42_frontal.jpg,638940
2.5,3,1935,92802,505_bathroom.jpg,505_kitchen.jpg,505_bedroom.jpg,505_frontal.jpg,695000
2,3,2346,93510,423_bathroom.jpg,423_kitchen.jpg,423_bedroom.jpg,423_frontal.jpg,557000
2,3,1413,94501,207_bathroom.jpg,207_kitchen.jpg,207_bedroom.jpg,207_frontal.jpg,619000
4,5,3972,91752,283_bathroom.jpg,283_kitchen.jpg,283_bedroom.jpg,283_frontal.jpg,525000
2,2,1388,92276,359_bathroom.jpg,359_kitchen.jpg,359_bedroom.jpg,359_frontal.jpg,167400
1,1,840,94568,255_bathroom.jpg,255_kitchen.jpg,255_bedroom.jpg,255_frontal.jpg,303590
1,2,1320,93510,449_bathroom.jpg,449_kitchen.jpg,449_bedroom.jpg,449_frontal.jpg,520000
4,3,4116,85266,5_bathroom.jpg,5_kitchen.jpg,5_bedroom.jpg,5_frontal.jpg,971226
6,8,5900,92040,257_bathroom.jpg,257_kitchen.jpg,257_bedroom.jpg,257_frontal.jpg,1350000
2,2,1538,93446,489_bathroom.jpg,489_kitchen.jpg,489_bedroom.jpg,489_frontal.jpg,699500
2,3,1288,91901,101_bathroom.jpg,101_kitchen.jpg,101_bedroom.jpg,101_frontal.jpg,549000
3.5,3,3136,93111,227_bathroom.jpg,227_kitchen.jpg,227_bedroom.jpg,227_frontal.jpg,2150000
4,4,3000,93446,500_bathroom.jpg,500_kitchen.jpg,500_bedroom.jpg,500_frontal.jpg,1495000
1.5,3,1581,94501,214_bathroom.jpg,214_kitchen.jpg,214_bedroom.jpg,214_frontal.jpg,895000
4,7,3871,94531,525_bathroom.jpg,525_kitchen.jpg,525_bedroom.jpg,525_frontal.jpg,569950
3,4,2840,95220,172_bathroom.jpg,172_kitchen.jpg,172_bedroom.jpg,172_frontal.jpg,799900
2.5,4,3115,93446,99_bathroom.jpg,99_kitchen.jpg,99_bedroom.jpg,99_frontal.jpg,629000
2,2,960,92276,293_bathroom.jpg,293_kitchen.jpg,293_bedroom.jpg,293_frontal.jpg,100000
3.5,4,3651,93111,216_bathroom.jpg,216_kitchen.jpg,216_bedroom.jpg,216_frontal.jpg,1749000
3.5,5,4560,62025,62_bathroom.jpg,62_kitchen.jpg,62_bedroom.jpg,62_frontal.jpg,520000
3,3,2462,81524,48_bathroom.jpg,48_kitchen.jpg,48_bedroom.jpg,48_frontal.jpg,589900
2,3,1802,93446,33_bathroom.jpg,33_kitchen.jpg,33_bedroom.jpg,33_frontal.jpg,365000
3,5,3514,92880,268_bathroom.jpg,268_kitchen.jpg,268_bedroom.jpg,268_frontal.jpg,649990
2,4,2160,93510,328_bathroom.jpg,328_kitchen.jpg,328_bedroom.jpg,328_frontal.jpg,384000
1.5,2,1056,94501,201_bathroom.jpg,201_kitchen.jpg,201_bedroom.jpg,201_frontal.jpg,739000
5.5,6,5000,93446,486_bathroom.jpg,486_kitchen.jpg,486_bedroom.jpg,486_frontal.jpg,2200000
4.5,5,4180,85266,28_bathroom.jpg,28_kitchen.jpg,28_bedroom.jpg,28_frontal.jpg,875000
2,3,1448,93510,425_bathroom.jpg,425_kitchen.jpg,425_bedroom.jpg,425_frontal.jpg,349000
4,5,4014,92880,231_bathroom.jpg,231_kitchen.jpg,231_bedroom.jpg,231_frontal.jpg,699000
3,4,2530,93924,261_bathroom.jpg,261_kitchen.jpg,261_bedroom.jpg,261_frontal.jpg,1150000
2,2,1368,92276,379_bathroom.jpg,379_kitchen.jpg,379_bedroom.jpg,379_frontal.jpg,69800
2,2,1344,92276,289_bathroom.jpg,289_kitchen.jpg,289_bedroom.jpg,289_frontal.jpg,98000
2,3,1696,96019,163_bathroom.jpg,163_kitchen.jpg,163_bedroom.jpg,163_frontal.jpg,319500
2,3,1507,92276,392_bathroom.jpg,392_kitchen.jpg,392_bedroom.jpg,392_frontal.jpg,235000
6,10,4188,93446,462_bathroom.jpg,462_kitchen.jpg,462_bedroom.jpg,462_frontal.jpg,629000
2,2,1171,92677,139_bathroom.jpg,139_kitchen.jpg,139_bedroom.jpg,139_frontal.jpg,389900
3,4,2686,62025,63_bathroom.jpg,63_kitchen.jpg,63_bedroom.jpg,63_frontal.jpg,249900
3.5,4,2441,92677,136_bathroom.jpg,136_kitchen.jpg,136_bedroom.jpg,136_frontal.jpg,895500
3,4,2965,92677,129_bathroom.jpg,129_kitchen.jpg,129_bedroom.jpg,129_frontal.jpg,1349000
2.5,4,1831,94531,519_bathroom.jpg,519_kitchen.jpg,519_bedroom.jpg,519_frontal.jpg,389000
4,3,4229,85255,9_bathroom.jpg,9_kitchen.jpg,9_bedroom.jpg,9_frontal.jpg,1749000
2,3,2752,93510,327_bathroom.jpg,327_kitchen.jpg,327_bedroom.jpg,327_frontal.jpg,570000
2,3,1248,92802,507_bathroom.jpg,507_kitchen.jpg,507_bedroom.jpg,507_frontal.jpg,78000
2.5,4,2850,62234,65_bathroom.jpg,65_kitchen.jpg,65_bedroom.jpg,65_frontal.jpg,218000
3.5,6,3615,92880,301_bathroom.jpg,301_kitchen.jpg,301_bedroom.jpg,301_frontal.jpg,647000
5,5,4406,85266,15_bathroom.jpg,15_kitchen.jpg,15_bedroom.jpg,15_frontal.jpg,700000
2,3,1560,96019,157_bathroom.jpg,157_kitchen.jpg,157_bedroom.jpg,157_frontal.jpg,1795000
1,4,9583,98021,41_bathroom.jpg,41_kitchen.jpg,41_bedroom.jpg,41_frontal.jpg,395000
2,2,1624,92276,380_bathroom.jpg,380_kitchen.jpg,380_bedroom.jpg,380_frontal.jpg,185000
2,3,2330,93446,501_bathroom.jpg,501_kitchen.jpg,501_bedroom.jpg,501_frontal.jpg,599900
2,3,1152,93510,440_bathroom.jpg,440_kitchen.jpg,440_bedroom.jpg,440_frontal.jpg,425000
4.5,5,5000,93111,217_bathroom.jpg,217_kitchen.jpg,217_bedroom.jpg,217_frontal.jpg,4000000
2,3,1560,92276,410_bathroom.jpg,410_kitchen.jpg,410_bedroom.jpg,410_frontal.jpg,189000
3,4,3099,92880,280_bathroom.jpg,280_kitchen.jpg,280_bedroom.jpg,280_frontal.jpg,519900
2,3,1712,93446,474_bathroom.jpg,474_kitchen.jpg,474_bedroom.jpg,474_frontal.jpg,310000
2,5,2544,93446,470_bathroom.jpg,470_kitchen.jpg,470_bedroom.jpg,470_frontal.jpg,599000
2,2,1176,92276,338_bathroom.jpg,338_kitchen.jpg,338_bedroom.jpg,338_frontal.jpg,135000
3,4,3214,92880,237_bathroom.jpg,237_kitchen.jpg,237_bedroom.jpg,237_frontal.jpg,547900
4,5,3743,94501,208_bathroom.jpg,208_kitchen.jpg,208_bedroom.jpg,208_frontal.jpg,1295000
1,2,1134,94501,213_bathroom.jpg,213_kitchen.jpg,213_bedroom.jpg,213_frontal.jpg,599000
3.25,5,3149,92880,296_bathroom.jpg,296_kitchen.jpg,296_bedroom.jpg,296_frontal.jpg,515000
2,2,2213,93446,498_bathroom.jpg,498_kitchen.jpg,498_bedroom.jpg,498_frontal.jpg,585000
3,4,2650,92880,252_bathroom.jpg,252_kitchen.jpg,252_bedroom.jpg,252_frontal.jpg,529900
2.5,4,1794,94531,527_bathroom.jpg,527_kitchen.jpg,527_bedroom.jpg,527_frontal.jpg,380000
2.5,3,1500,93446,499_bathroom.jpg,499_kitchen.jpg,499_bedroom.jpg,499_frontal.jpg,319000
3,4,3572,92880,304_bathroom.jpg,304_kitchen.jpg,304_bedroom.jpg,304_frontal.jpg,535000
2,2,1578,92276,351_bathroom.jpg,351_kitchen.jpg,351_bedroom.jpg,351_frontal.jpg,97000
3,4,2870,92880,270_bathroom.jpg,270_kitchen.jpg,270_bedroom.jpg,270_frontal.jpg,489000
2.5,2,1772,93446,202_bathroom.jpg,202_kitchen.jpg,202_bedroom.jpg,202_frontal.jpg,499000
2,3,1008,96019,162_bathroom.jpg,162_kitchen.jpg,162_bedroom.jpg,162_frontal.jpg,164000
2.5,3,2014,98021,44_bathroom.jpg,44_kitchen.jpg,44_bedroom.jpg,44_frontal.jpg,528800
2,3,1368,93111,218_bathroom.jpg,218_kitchen.jpg,218_bedroom.jpg,218_frontal.jpg,599999
2,2,1344,92276,402_bathroom.jpg,402_kitchen.jpg,402_bedroom.jpg,402_frontal.jpg,117500
2.5,4,2300,94501,191_bathroom.jpg,191_kitchen.jpg,191_bedroom.jpg,191_frontal.jpg,1188000
2,3,2160,93510,310_bathroom.jpg,310_kitchen.jpg,310_bedroom.jpg,310_frontal.jpg,409900
3,3,2100,92692,260_bathroom.jpg,260_kitchen.jpg,260_bedroom.jpg,260_frontal.jpg,700200
2.5,3,2445,91901,106_bathroom.jpg,106_kitchen.jpg,106_bedroom.jpg,106_frontal.jpg,699000
2,4,2128,81524,54_bathroom.jpg,54_kitchen.jpg,54_bedroom.jpg,54_frontal.jpg,249900
2,2,1440,92276,390_bathroom.jpg,390_kitchen.jpg,390_bedroom.jpg,390_frontal.jpg,154500
3,4,3343,36372,2_bathroom.jpg,2_kitchen.jpg,2_bedroom.jpg,2_frontal.jpg,865200
2,3,1410,93446,481_bathroom.jpg,481_kitchen.jpg,481_bedroom.jpg,481_frontal.jpg,330000
2,2,1152,92276,360_bathroom.jpg,360_kitchen.jpg,360_bedroom.jpg,360_frontal.jpg,97500
2,3,2034,81418,50_bathroom.jpg,50_kitchen.jpg,50_bedroom.jpg,50_frontal.jpg,415000
2,2,1440,92276,420_bathroom.jpg,420_kitchen.jpg,420_bedroom.jpg,420_frontal.jpg,99000
2.5,4,2464,91901,81_bathroom.jpg,81_kitchen.jpg,81_bedroom.jpg,81_frontal.jpg,599000
1,2,1016,94501,206_bathroom.jpg,206_kitchen.jpg,206_bedroom.jpg,206_frontal.jpg,679000
4,4,3260,85377,35_bathroom.jpg,35_kitchen.jpg,35_bedroom.jpg,35_frontal.jpg,999000
3,4,3631,93510,431_bathroom.jpg,431_kitchen.jpg,431_bedroom.jpg,431_frontal.jpg,699900
2,3,1209,92253,264_bathroom.jpg,264_kitchen.jpg,264_bedroom.jpg,264_frontal.jpg,250000
2,4,2272,93510,428_bathroom.jpg,428_kitchen.jpg,428_bedroom.jpg,428_frontal.jpg,559000
4,4,3030,93510,455_bathroom.jpg,455_kitchen.jpg,455_bedroom.jpg,455_frontal.jpg,759000
3.5,5,3342,93510,444_bathroom.jpg,444_kitchen.jpg,444_bedroom.jpg,444_frontal.jpg,639000
2,3,1397,92276,367_bathroom.jpg,367_kitchen.jpg,367_bedroom.jpg,367_frontal.jpg,248500
2,3,2250,91901,92_bathroom.jpg,92_kitchen.jpg,92_bedroom.jpg,92_frontal.jpg,625000
2,3,1482,92276,340_bathroom.jpg,340_kitchen.jpg,340_bedroom.jpg,340_frontal.jpg,158888
3,4,2353,94531,516_bathroom.jpg,516_kitchen.jpg,516_bedroom.jpg,516_frontal.jpg,458000
3,3,1894,81524,53_bathroom.jpg,53_kitchen.jpg,53_bedroom.jpg,53_frontal.jpg,449000
2,2,1040,92276,346_bathroom.jpg,346_kitchen.jpg,346_bedroom.jpg,346_frontal.jpg,59900
2,4,2250,93314,265_bathroom.jpg,265_kitchen.jpg,265_bedroom.jpg,265_frontal.jpg,310000
3,4,2951,92880,242_bathroom.jpg,242_kitchen.jpg,242_bedroom.jpg,242_frontal.jpg,549999
4,4,4021,85266,14_bathroom.jpg,14_kitchen.jpg,14_bedroom.jpg,14_frontal.jpg,889000
2,3,1476,93510,316_bathroom.jpg,316_kitchen.jpg,316_bedroom.jpg,316_frontal.jpg,485000
2.5,4,2620,91901,89_bathroom.jpg,89_kitchen.jpg,89_bedroom.jpg,89_frontal.jpg,619000
2,2,1536,92276,388_bathroom.jpg,388_kitchen.jpg,388_bedroom.jpg,388_frontal.jpg,69900
2.5,3,1321,91915,274_bathroom.jpg,274_kitchen.jpg,274_bedroom.jpg,274_frontal.jpg,360000
2.5,4,2508,95220,167_bathroom.jpg,167_kitchen.jpg,167_bedroom.jpg,167_frontal.jpg,699700
4,3,3312,93510,329_bathroom.jpg,329_kitchen.jpg,329_bedroom.jpg,329_frontal.jpg,759000
2.5,4,2236,94531,530_bathroom.jpg,530_kitchen.jpg,530_bedroom.jpg,530_frontal.jpg,495000
1,2,839,92677,135_bathroom.jpg,135_kitchen.jpg,135_bedroom.jpg,135_frontal.jpg,324999
2.5,4,2285,93510,307_bathroom.jpg,307_kitchen.jpg,307_bedroom.jpg,307_frontal.jpg,560000
2,2,1088,93446,485_bathroom.jpg,485_kitchen.jpg,485_bedroom.jpg,485_frontal.jpg,265000
3,5,2179,94531,521_bathroom.jpg,521_kitchen.jpg,521_bedroom.jpg,521_frontal.jpg,430000
2,4,1797,93510,320_bathroom.jpg,320_kitchen.jpg,320_bedroom.jpg,320_frontal.jpg,450000
3,5,2622,92880,244_bathroom.jpg,244_kitchen.jpg,244_bedroom.jpg,244_frontal.jpg,539900
3,5,3267,81524,55_bathroom.jpg,55_kitchen.jpg,55_bedroom.jpg,55_frontal.jpg,595999
2,2,1248,92276,364_bathroom.jpg,364_kitchen.jpg,364_bedroom.jpg,364_frontal.jpg,114500
2,3,1594,81521,51_bathroom.jpg,51_kitchen.jpg,51_bedroom.jpg,51_frontal.jpg,214900
2,4,2072,93446,497_bathroom.jpg,497_kitchen.jpg,497_bedroom.jpg,497_frontal.jpg,429900
1,2,1065,94501,175_bathroom.jpg,175_kitchen.jpg,175_bedroom.jpg,175_frontal.jpg,629000
3,3,2362,93510,446_bathroom.jpg,446_kitchen.jpg,446_bedroom.jpg,446_frontal.jpg,541000
1.5,3,1364,94501,190_bathroom.jpg,190_kitchen.jpg,190_bedroom.jpg,190_frontal.jpg,729000
2,3,2014,94531,533_bathroom.jpg,533_kitchen.jpg,533_bedroom.jpg,533_frontal.jpg,407000
2,3,1170,93446,464_bathroom.jpg,464_kitchen.jpg,464_bedroom.jpg,464_frontal.jpg,235000
2,4,1634,94501,188_bathroom.jpg,188_kitchen.jpg,188_bedroom.jpg,188_frontal.jpg,899000
2,3,1705,93446,476_bathroom.jpg,476_kitchen.jpg,476_bedroom.jpg,476_frontal.jpg,499500
3.5,3,3172,95220,170_bathroom.jpg,170_kitchen.jpg,170_bedroom.jpg,170_frontal.jpg,899900
2,3,2288,62214,59_bathroom.jpg,59_kitchen.jpg,59_bedroom.jpg,59_frontal.jpg,196000
2,3,1920,93446,475_bathroom.jpg,475_kitchen.jpg,475_bedroom.jpg,475_frontal.jpg,625000
3,4,3904,81418,49_bathroom.jpg,49_kitchen.jpg,49_bedroom.jpg,49_frontal.jpg,419000
2,2,1152,92276,345_bathroom.jpg,345_kitchen.jpg,345_bedroom.jpg,345_frontal.jpg,99900
4,4,3773,91752,236_bathroom.jpg,236_kitchen.jpg,236_bedroom.jpg,236_frontal.jpg,579000
3,5,3054,92543,253_bathroom.jpg,253_kitchen.jpg,253_bedroom.jpg,253_frontal.jpg,284900
6.5,6,5963,85262,22_bathroom.jpg,22_kitchen.jpg,22_bedroom.jpg,22_frontal.jpg,1595000
1,2,884,93510,314_bathroom.jpg,314_kitchen.jpg,314_bedroom.jpg,314_frontal.jpg,400000
3,4,2118,93446,460_bathroom.jpg,460_kitchen.jpg,460_bedroom.jpg,460_frontal.jpg,489900
2,4,1768,96019,161_bathroom.jpg,161_kitchen.jpg,161_bedroom.jpg,161_frontal.jpg,279900
3,4,2825,91752,277_bathroom.jpg,277_kitchen.jpg,277_bedroom.jpg,277_frontal.jpg,549900
2,2,951,94501,192_bathroom.jpg,192_kitchen.jpg,192_bedroom.jpg,192_frontal.jpg,538800
2,2,1152,92276,386_bathroom.jpg,386_kitchen.jpg,386_bedroom.jpg,386_frontal.jpg,84900
2,2,1248,92276,414_bathroom.jpg,414_kitchen.jpg,414_bedroom.jpg,414_frontal.jpg,50000
1,2,854,93446,492_bathroom.jpg,492_kitchen.jpg,492_bedroom.jpg,492_frontal.jpg,179000
2,3,1478,92276,344_bathroom.jpg,344_kitchen.jpg,344_bedroom.jpg,344_frontal.jpg,219900
2.5,3,2490,93510,309_bathroom.jpg,309_kitchen.jpg,309_bedroom.jpg,309_frontal.jpg,450000
3.5,4,3100,92677,131_bathroom.jpg,131_kitchen.jpg,131_bedroom.jpg,131_frontal.jpg,1499999
3.5,4,3426,91901,100_bathroom.jpg,100_kitchen.jpg,100_bedroom.jpg,100_frontal.jpg,679000
2,2,1020,92276,373_bathroom.jpg,373_kitchen.jpg,373_bedroom.jpg,373_frontal.jpg,74900
3.5,4,3029,91901,88_bathroom.jpg,88_kitchen.jpg,88_bedroom.jpg,88_frontal.jpg,825000
2,3,1939,93446,459_bathroom.jpg,459_kitchen.jpg,459_bedroom.jpg,459_frontal.jpg,575000
2,2,1344,92276,331_bathroom.jpg,331_kitchen.jpg,331_bedroom.jpg,331_frontal.jpg,154900
2.5,4,1602,94501,215_bathroom.jpg,215_kitchen.jpg,215_bedroom.jpg,215_frontal.jpg,949000
3,4,1496,93446,467_bathroom.jpg,467_kitchen.jpg,467_bedroom.jpg,467_frontal.jpg,515000
2,3,1611,92021,122_bathroom.jpg,122_kitchen.jpg,122_bedroom.jpg,122_frontal.jpg,575000
3.5,3,4229,85255,21_bathroom.jpg,21_kitchen.jpg,21_bedroom.jpg,21_frontal.jpg,1749000
2,3,2288,62214,72_bathroom.jpg,72_kitchen.jpg,72_bedroom.jpg,72_frontal.jpg,196000
2,3,1826,93446,107_bathroom.jpg,107_kitchen.jpg,107_bedroom.jpg,107_frontal.jpg,529000
1.5,3,1400,95008,271_bathroom.jpg,271_kitchen.jpg,271_bedroom.jpg,271_frontal.jpg,999000
2,3,2095,93510,436_bathroom.jpg,436_kitchen.jpg,436_bedroom.jpg,436_frontal.jpg,479000
2,2,1005,91901,103_bathroom.jpg,103_kitchen.jpg,103_bedroom.jpg,103_frontal.jpg,245900
